여행ID,이동수단구분,이용경비구분,이용경비순번,이동수단구분명,소비인원,사업자등록번호,상호명,결제일시,결제방식구분,결제금액,소비내역
d_d000463,9,교통비,1,항공기,2,,,2022/06/05 0:00,1,116000,비행기표
d_d001904,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,80000,
d_d001877,2,렌탈비,2,렌터카(승용/승합/버스 등등),1,,,2022/10/07 10:00,1,104400,렌트비
d_d002478,1,주차비,11,자가용(승용/승합/트럭 등등),4,6618300017,제주민속자연사박물관,2022/10/06 12:55,1,1500,주차비
d_d000482,50,교통비,0,버스 + 지하철,5,,,,,15500,
a_a001537,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,110000,
d_d009574,50,교통비,0,버스 + 지하철,1,,,,,1250,
d_d002541,9,교통비,1,항공기,1,8248102515,주식회사인터파크,2022/10/15 14:33,3,1000,비행기표
a_a000757,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,4000,
d_d000381,4,교통비,4,택시,2,,,2022/08/26 11:31,1,23600,택시비
d_d000392,9,교통비,1,항공기,1,,,2022/08/23 0:49,1,68000,비행기표
d_d012261,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,121170,
d_d003166,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,25000,
d_d005065,9,교통비,1,항공기,3,1018194800,(주)티웨이항공,2022/06/23 18:32,1,375800,비행기표
b_b001085,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,24000,
d_d004945,4,교통비,5,택시,2,6160880896,개인택시,2022/10/20 17:00,1,7200,택시비
d_d004783,10,교통비,1,배/선박,2,6168145193,우도해운(주),2022/10/22 9:03,1,49400,(왕복)승/대인;(왕복)승/대형;입장료/어른;입장료/차량C
a_a004773,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,17800,
d_d006689,9,교통비,2,항공기,1,1048117480,아시아나항공㈜,2022/09/19 16:18,1,22700,비행기표
d_d001872,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,139000,
d_d001147,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,64400,
d_d001800,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,11100,
d_d000049,2,렌탈비,1,렌터카(승용/승합/버스 등등),2,,,2022/08/05 9:00,1,259210,쉐보레 볼트 EV 1세대(단기렌트)
d_d002812,4,교통비,3,택시,1,,,2022/10/04 19:53,1,4200,택시비
d_d003050,2,주유비,0,렌터카(승용/승합/버스 등등),3,,,,,15531,
d_d010622,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,100000,
d_d001557,50,교통비,0,버스 + 지하철,3,,,,,44400,
d_d007584,14,렌탈비,0,자전거,1,,,,,1500,
d_d002841,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,50000,
a_a008260,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,15000,
d_d002478,9,교통비,1,항공기,4,1108114794,(주)대한항공,2022/10/02 19:20,1,422000,비행기표
d_d007401,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,20000,
d_d002095,2,주유비,0,렌터카(승용/승합/버스 등등),3,,,,,50000,
a_a001318,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,6000,
d_d003306,9,교통비,0,항공기,1,,,,,116500,비행기표
d_d000971,1,주차비,11,자가용(승용/승합/트럭 등등),2,,전등사,2022/09/06 0:00,1,10000,"어른개인;소,중형주차"
d_d007611,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,189400,
d_d003867,1,통행료,0,자가용(승용/승합/트럭 등등),1,,,,,13000,
d_d010180,4,교통비,0,택시,2,,,,,15000,
a_a004809,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,92152,
d_d002590,9,교통비,0,항공기,6,,,,,1244400,비행기표
d_d000396,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,114360,
d_d003875,2,주유비,0,렌터카(승용/승합/버스 등등),5,,,,,36000,
a_a003519,10,교통비,2,배/선박,1,1378204361,세종해운(주)월미사업부,2022/10/11 12:22,1,3500,
d_d001675,1,주차비,11,자가용(승용/승합/트럭 등등),4,7325400610,주상절리주차장,2022/10/01 15:49,1,2000,주차비
d_d001514,9,교통비,2,항공기,1,,,2022/10/01 10:55,,0,비행기표
d_d000209,2,렌탈비,1,렌터카(승용/승합/버스 등등),2,2208162517,네이버㈜,2022/08/06 0:00,1,193900,[렌탈]제주렌트카 제주도
d_d005065,4,교통비,1,택시,3,,,2022/10/09 11:16,1,14500,택시비
d_d012054,4,교통비,2,택시,2,6161365434,개인택시,2022/11/07 20:56,1,14400,택시비
d_d001691,9,교통비,0,항공기,1,,,,,140000,비행기표
d_d005113,4,교통비,0,택시,4,,,,,300000,
d_d009779,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,44000,
d_d002763,10,교통비,0,배/선박,2,,,,,481910,
b_b001981,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,174000,
d_d004945,4,교통비,2,택시,2,3173800712,개인택시,2022/10/18 17:55,1,7200,택시비
d_d009265,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,40000,
d_d010238,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,35000,
d_d010750,2,주유비,0,렌터카(승용/승합/버스 등등),3,,,,,21439,
d_d003045,4,교통비,4,택시,2,6162244260,택시,2022/10/15 13:12,1,8100,택시비
d_d000990,1,주유비,0,자가용(승용/승합/트럭 등등),5,,,,,33000,
d_d000263,50,교통비,0,버스 + 지하철,2,,,,,3000,
c_c002415,7,교통비,1,KTX/SRT(고속열차),2,3058631590,주식회사 에스알,2022/09/22 22:32,1,19400,기차표
d_d001352,4,교통비,1,택시,1,6128100739,한려운수,2022/09/17 10:37,1,6000,택시비
d_d002166,50,교통비,0,버스 + 지하철,1,,,,,1600,
d_d000170,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,50000,
d_d007584,9,교통비,1,항공기,1,1048117480,아시아나항공㈜,2022/10/25 17:50,1,41400,비행기표
d_d008184,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,30000,
d_d000699,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
d_d000872,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,1800,
c_c001984,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,40000,
d_d001688,9,교통비,0,항공기,4,,,,,851200,
d_d002025,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,8000,
a_a002913,1,통행료,0,자가용(승용/승합/트럭 등등),7,,,,,7200,
d_d004972,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,42000,
d_d000554,4,교통비,0,택시,4,,,,,10800,
d_d007452,4,교통비,0,택시,4,,,,,23700,
d_d000150,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,57398,
d_d007987,9,교통비,2,항공기,1,6168150527,(주)제주항공,2022/10/14 19:45,1,58400,비행기표
d_d009769,9,교통비,0,항공기,4,,,,,860200,비행기표
d_d000565,4,교통비,2,택시,3,,,2022/08/22 14:05,3,15500,택시비
d_d000020,2,렌탈비,11,렌터카(승용/승합/버스 등등),4,,롯데렌터카 제주 오토하우스,,1,550000,렌트비
d_d002051,4,교통비,0,택시,4,,,,,420000,
d_d008062,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,95000,
d_d002398,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,87321,
d_d010341,9,교통비,0,항공기,2,,,,,77600,비행기표
d_d002713,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,237800,
d_d006139,9,교통비,0,항공기,1,,,,,106000,비행기표
d_d003287,4,교통비,15,택시,1,1573400693,,2022/10/24 6:36,1,4600,택시비
d_d000784,2,렌탈비,11,렌터카(승용/승합/버스 등등),1,,하나렌트카,,1,51200,렌트비
d_d002717,2,렌탈비,4,렌터카(승용/승합/버스 등등),10,2208155597,(주)케이지이니시스,2022/09/28 9:44,1,153840,렌트비
d_d000095,4,교통비,0,택시,2,,,,,16100,
d_d006737,4,교통비,3,택시,1,,,2022/10/18 16:29,1,6000,택시비
d_d010521,9,교통비,0,항공기,2,,,,,400600,비행기표
d_d005339,14,렌탈비,1,자전거,1,2911501443,쓩쓩렌탈샵,2022/10/18 10:56,1,35000,
d_d006979,50,교통비,0,버스 + 지하철,1,,,,,3300,
d_d004311,9,교통비,2,항공기,2,6058184518,에어부산 주식회사,2022/08/08 0:00,1,166540,비행기표
b_b006272,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,150000,
d_d000345,10,교통비,0,배/선박,2,,,,,20000,
d_d001378,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,80000,
d_d003628,4,교통비,1,택시,2,6162114100,개인택시,2022/10/10 14:17,1,3900,택시비
b_b000786,9,교통비,0,항공기,2,,,,,425600,
d_d000451,10,교통비,0,배/선박,5,,,,,95000,
d_d003029,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,103400,
b_b014606,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
d_d002064,4,교통비,1,택시,2,1298638970,(주)이비카드,2022/10/13 17:59,1,7300,택시비
d_d002877,10,교통비,0,배/선박,2,,,,,21000,
d_d011470,9,교통비,0,항공기,1,,,,,149300,비행기표
d_d000468,2,렌탈비,1,렌터카(승용/승합/버스 등등),1,7428600224,(주)위드이노베이션,2022/08/28 12:59,1,76018,렌트비 코나EV(충전비별도발생)
d_d000498,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,10000,
d_d004747,10,교통비,11,배/선박,4,6168173777,(주)그린크루즈,2022/10/24 14:02,1,2500,승선권
d_d001455,9,교통비,3,항공기,2,1108114794,(주)대한항공,2022/09/14 0:00,1,104700,비행기표
d_d000122,4,교통비,1,택시,2,,,2022/08/11 10:44,1,4200,택시비
d_d002495,2,주유비,2,렌터카(승용/승합/버스 등등),8,2865100381,엔크린주유소,2022/10/16 17:46,1,76000,주유비
d_d009412,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,30000,
d_d004753,4,교통비,0,택시,1,,,,,43480,
a_a005663,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,50000,
d_d000219,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,2000,
d_d003807,2,렌탈비,2,렌터카(승용/승합/버스 등등),3,,,2022/10/19 17:00,1,248000,렌트비
d_d000669,4,교통비,0,택시,4,,,,,21100,
d_d001232,9,교통비,0,항공기,1,,,,,110000,비행기표
b_b004936,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,105342,
d_d001707,2,렌탈비,0,렌터카(승용/승합/버스 등등),4,,,,,187600,
d_d001693,9,교통비,3,항공기,4,1108114794,(주)대한항공,2022/10/04 19:50,1,329400,비행기표
d_d002587,1,주차비,11,자가용(승용/승합/트럭 등등),2,1138521083,엔에이치엔한국사이버결제 주식회사,2022/10/06 10:15,1,500,주차비
d_d009107,4,교통비,0,택시,2,,,,,25400,
d_d000887,50,교통비,0,버스 + 지하철,2,,,,,5950,
d_d001961,9,교통비,1,항공기,3,,,2022/09/18 0:00,1,14820,비행기표
d_d007475,9,교통비,0,항공기,1,,,,,219400,비행기표
a_a003210,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,5500,
d_d000658,9,교통비,0,항공기,1,,,,,71700,비행기표
d_d003090,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,40000,
d_d011813,9,교통비,0,항공기,1,,,,,212800,
d_d001241,4,교통비,0,택시,2,,,,,16710,
d_d010109,2,주유비,2,렌터카(승용/승합/버스 등등),2,6161960784,희진주유소,2022/11/03 17:03,1,50000,주유비
d_d002997,2,주차비,0,렌터카(승용/승합/버스 등등),3,,,,,1000,
d_d000153,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,20000,
d_d002852,9,교통비,0,항공기,2,,,,,425600,
d_d001288,1,주유비,0,자가용(승용/승합/트럭 등등),5,,,,,15000,
d_d002994,9,교통비,0,항공기,4,,,,,420000,비행기표
c_c001722,1,주차비,11,자가용(승용/승합/트럭 등등),2,1728600842,주식회사 카카오모빌리티,2022/08/28 14:09,1,900,주차비
d_d000849,9,교통비,0,항공기,3,,,,,240000,비행기표
d_d006672,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,40000,
d_d000036,16,교통비,0,기타,2,,,,,8923,
d_d007400,1,주유비,14,자가용(승용/승합/트럭 등등),2,2865100381,엔크린주유소,2022/10/28 9:57,1,50000,주유비
d_d007803,2,렌탈비,1,렌터카(승용/승합/버스 등등),4,1058776000,주식회사캐플릭스,2022/10/06 10:45,1,54720,
d_d008115,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,60000,
d_d000022,1,주차비,13,자가용(승용/승합/트럭 등등),1,1098522730,김포공항,2022/08/27 19:48,1,49700,주차비
d_d000097,1,주유비,12,자가용(승용/승합/트럭 등등),5,6160996788,평대주유소,2022/08/27 10:56,1,30000,주유비
d_d002251,1,주유비,11,자가용(승용/승합/트럭 등등),3,3300601052,한동LPG자동차충전소,2022/10/02 11:13,1,35000,주유비 부탄
d_d006952,9,교통비,2,항공기,3,8258100091,에어서울,2022/09/15 0:00,1,281100,비행기표
d_d000912,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,60000,
d_d009214,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,45000,
d_d000304,2,렌탈비,1,렌터카(승용/승합/버스 등등),3,7398800561,디아이브이,2022/07/31 15:38,1,154300,"(특별한렌트카)2, 중형고급(2);쏘나타 뉴 라이즈 2017+완전자차-LPG"
d_d004321,50,교통비,0,버스 + 지하철,1,,,,,15750,
d_d002930,4,교통비,1,택시,1,,,2022/10/10 11:40,1,15700,택시비
c_c007620,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,80000,
c_c001592,1,통행료,0,자가용(승용/승합/트럭 등등),3,,,,,10000,
d_d001182,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,49300,
d_d000870,16,교통비,0,기타,3,,,,,90000,
d_d006130,10,교통비,0,배/선박,2,,,,,20000,
b_b002840,10,교통비,1,배/선박,2,,,2022/08/20 19:10,1,21840,비건_외항_통영 2매
a_a009953,2,통행료,0,렌터카(승용/승합/버스 등등),2,,,,,14000,
d_d002122,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,7500,
d_d000463,4,교통비,1,택시,2,,,2022/08/25 0:00,1,7200,택시비
d_d002067,50,교통비,0,버스 + 지하철,1,,,,,3600,
d_d002399,9,교통비,1,항공기,2,1018194800,(주)티웨이항공,2022/10/09 14:45,1,221200,비행기표
c_c005490,1,통행료,0,자가용(승용/승합/트럭 등등),3,,,,,14700,
d_d000002,1,주차비,0,자가용(승용/승합/트럭 등등),3,,,,,20000,
d_d003735,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,10000,
d_d001606,14,렌탈비,1,자전거,1,,,2022/10/02 8:47,1,13000,우도전기자전거전기차스쿠
d_d000709,50,교통비,0,버스 + 지하철,2,,,,,15000,
d_d000757,2,렌탈비,0,렌터카(승용/승합/버스 등등),3,,,,,122000,
d_d000172,10,교통비,3,배/선박,2,,,2022/08/15 0:00,3,82800,승선권
c_c001010,10,교통비,2,배/선박,1,1078204813,한국해운조합,2022/08/31 0:00,1,8700,
d_d001347,2,렌탈비,0,렌터카(승용/승합/버스 등등),3,,,,,154800,
d_d009794,4,교통비,0,택시,1,,,,,18600,
d_d004454,50,교통비,0,버스 + 지하철,1,,,,,16000,
d_d004609,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,30000,
d_d002098,9,교통비,2,항공기,2,1018194800,(주)티웨이항공,2022/09/19 21:38,1,101000,비행기표
d_d001406,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,107700,
d_d000128,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,50000,
d_d001272,4,교통비,4,택시,4,6168102743,남원운수(주),2022/09/14 0:47,1,3960,택시비
d_d006903,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,40000,
d_d000729,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,20000,
c_c004244,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,82000,
d_d000049,10,교통비,0,배/선박,2,,,,,20000,
d_d000209,9,교통비,0,항공기,2,,,,,663438,비행기표
b_b004383,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,4900,
d_d002489,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,40000,
d_d000333,9,교통비,0,항공기,3,,,,,400000,비행기표
a_a005794,50,교통비,0,버스 + 지하철,1,,,,,9000,
d_d002120,50,교통비,0,버스 + 지하철,1,,,,,5700,
d_d005178,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,50000,
d_d004115,9,교통비,0,항공기,1,,,,,100200,비행기표
a_a007289,9,교통비,1,항공기,1,,,,,106400,
d_d001560,9,교통비,1,항공기,6,1108114794,(주)대한항공,2022/04/24 20:01,1,756300,비행기표
d_d001545,2,주유비,0,렌터카(승용/승합/버스 등등),6,,,,,65000,
d_d001431,4,교통비,0,택시,2,,,,,21700,
d_d002357,9,교통비,1,항공기,2,1018194800,(주)티웨이항공,,1,220000,비행기표
d_d002228,2,렌탈비,1,렌터카(승용/승합/버스 등등),3,,,2022/09/02 0:00,1,281700,렌트비
d_d001057,9,교통비,0,항공기,2,,,,,332800,
d_d004506,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
d_d005892,9,교통비,1,항공기,4,1018194800,(주)티웨이항공,2022/06/23 12:15,1,201920,비행기표
d_d004333,10,교통비,1,배/선박,1,6168145193,우도해운(주),2022/10/09 10:25,1,9000,(왕복)승/대인
d_d002386,1,통행료,0,자가용(승용/승합/트럭 등등),4,,,,,10100,
d_d007764,50,교통비,0,버스 + 지하철,3,,,,,11700,
d_d010178,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,500,
d_d010207,9,교통비,0,항공기,3,,,,,391300,비행기표
d_d001558,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
d_d000116,50,교통비,0,버스 + 지하철,1,,,,,24500,
a_a001510,50,교통비,0,버스 + 지하철,1,,,,,1400,
d_d002147,50,교통비,0,버스 + 지하철,1,,,,,24000,
d_d000983,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,40000,
d_d007770,50,교통비,0,버스 + 지하철,3,,,,,3750,
d_d005303,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,20000,
d_d001638,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,168000,
d_d007569,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,50000,
d_d011394,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,20000,
a_a002802,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,900,
d_d009467,4,교통비,0,택시,2,,,,,4800,
d_d001158,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,50000,
d_d007486,9,교통비,0,항공기,3,,,,,577400,비행기표
d_d000265,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,2000,
d_d001423,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,2000,
d_d007155,4,교통비,1,택시,1,,,2022/11/05 18:22,1,14100,택시비
d_d012261,50,교통비,0,버스 + 지하철,1,,,,,3300,
d_d007793,50,교통비,0,버스 + 지하철,2,,,,,3450,
d_d012322,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,30000,
d_d004084,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,33000,
d_d001599,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,51000,
d_d001682,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,50000,
d_d000658,4,교통비,0,택시,2,,,,,18000,
d_d001209,4,교통비,1,택시,1,5022116212,개인택시,2022/09/24 14:28,1,5700,택시비
d_d000330,9,교통비,0,항공기,4,,,,,514000,비행기표
d_d007967,50,교통비,0,버스 + 지하철,1,,,,,39000,
d_d004890,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,10500,
d_d000429,2,렌탈비,12,렌터카(승용/승합/버스 등등),2,,빌리카,,1,325000,렌트비
a_a000541,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,2000,
d_d002228,9,교통비,4,항공기,3,6058184518,에어부산 주식회사,2022/08/30 20:27,1,284700,비행기표
b_b002847,1,주차비,12,자가용(승용/승합/트럭 등등),2,6212268639,용궁사주차장,2022/09/01 11:41,1,2000,주차비
d_d000724,50,교통비,0,버스 + 지하철,4,,,,,6000,
d_d002109,9,교통비,1,항공기,1,1058776000,주식회사캐플릭스,2022/09/26 1:13,1,57680,비행기표
d_d000437,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,63000,
d_d004157,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,9000,
d_d001087,50,교통비,0,버스 + 지하철,4,,,,,12400,
d_d000334,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,35000,
c_c001002,1,주차비,0,자가용(승용/승합/트럭 등등),2,,,,,1600,
d_d002782,9,교통비,0,항공기,2,,,,,301400,비행기표
d_d007825,4,교통비,2,택시,2,6161688331,개인택시,2022/10/27 15:19,1,5400,택시비
d_d006729,9,교통비,0,항공기,4,,,,,569200,비행기표
d_d001367,9,교통비,2,항공기,1,,,2022/09/10 10:35,3,75600,비행기표
d_d008965,50,교통비,0,버스 + 지하철,2,,,,,2500,
d_d000319,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,50000,
d_d000770,9,교통비,1,항공기,1,,,2022/08/27 17:35,1,71320,비행기표
d_d006764,1,주유비,11,자가용(승용/승합/트럭 등등),1,6161066863,염돈주유소,2022/10/22 12:25,1,50000,주유비
d_d006278,4,교통비,0,택시,2,,,,,72400,
d_d001435,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,95000,
d_d001406,9,교통비,0,항공기,2,,,,,198000,비행기표
d_d000297,2,렌탈비,2,렌터카(승용/승합/버스 등등),2,6168190529,주식회사 쏘카,2022/08/25 12:47,1,4670,
d_d001447,50,교통비,0,버스 + 지하철,1,,,,,2500,
d_d006305,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,3000,
d_d004780,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,91500,
d_d002318,9,교통비,1,항공기,2,8258100091,에어서울,2022/10/02 0:00,1,258800,비행기표
d_d005076,50,교통비,0,버스 + 지하철,1,,,,,3600,
d_d004830,4,교통비,0,택시,1,,,,,55690,
c_c003062,10,교통비,1,배/선박,8,2765900041,힐링파크쑥섬쑥섬,2022/10/02 8:34,1,64000,
d_d006867,9,교통비,2,항공기,1,8258100091,에어서울,2022/10/22 13:00,1,75600,비행기표
a_a000606,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,12000,
d_d010527,2,주유비,0,렌터카(승용/승합/버스 등등),5,,,,,40000,
d_d000352,4,교통비,0,택시,1,,,,,12700,
d_d005426,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,850000,
a_a007875,50,교통비,0,버스 + 지하철,1,,,,,12650,
d_d001934,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,182100,
d_d000771,7,교통비,0,KTX/SRT(고속열차),1,,,,,53600,기차표
d_d009241,9,교통비,0,항공기,4,,,,,810800,비행기표
d_d001728,1,통행료,0,자가용(승용/승합/트럭 등등),3,,,,,39000,
d_d002709,50,교통비,0,버스 + 지하철,1,,,,,2500,
d_d007987,4,교통비,1,택시,1,,,2022/10/31 16:50,1,5200,택시비
d_d001581,4,교통비,0,택시,1,,,,,260000,
a_a001302,4,교통비,0,택시,1,,,,,13225,
d_d001276,4,교통비,0,택시,1,,,,,5200,
a_a004731,1,통행료,0,자가용(승용/승합/트럭 등등),3,,,,,10700,
d_d009165,14,렌탈비,1,자전거,4,6160656830,우도산호레저,2022/10/29 14:01,1,60000,
d_d000630,9,교통비,0,항공기,2,,,,,432330,비행기표
d_d006014,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
d_d004503,4,교통비,0,택시,1,,,,,6400,
d_d001549,2,렌탈비,0,렌터카(승용/승합/버스 등등),4,,,,,147000,
